# golden-reach ledger — golden-only tier, one scoped run per golden test, measured at commit e857ec1b00e3 over 183 golden tests
rank	key	region	unreached_sites	unreached_regions	regions	witnesses	outside	sites	note
105	document-paths	document-paths	0	8	98	6-dot-authentiqio.appspot.com,adyen-capital,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,descope-authzcache,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,go-kratos-casbin-admin,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/openapi.rs::deserialize_paths=21/29 ; src/ir.rs::endpoints[for \(path, item\) in &doc.paths \{]=44/44 ; src/ir.rs::endpoint_modules=25/25	-
106	example	schemas	0	8	103	airbyte.local-config,anchore.io,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,audiobookshelf,billie,billie-entry,bintable.com,blackadi-oauth2,buildrelay,chaingateway-io,cyberark-conjur-api,cyclonedx-transparency-exchange,dnd5eapi.co,electric-sql,eozilla,fergus,folio-mod-authtoken,frankfurter,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,helixdb-http-api,hubspot-events,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,loris-dataquery,maif.local-otoroshi,med-anvisa-price,microcks.local,mindee-ocr,mosip-esignet,ndw-accessibility-map,nexmo-messages,nextgen,nimisampo,openbanking-brasil-directory,openintegrationhub-secret-service,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,raybot,redhat.com-catalog_inventory,redocly.com-museum,sac-backend,schema-constraints,sftpgo,short-io,slurmdb-rest,squareup.com,svix-webhooks,swagger-petstore,tally,tamoss,tlon-notes,torrentarr,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,github.com,groundhog-day.com	src/ir.rs::schema_example=7/7 ; src/ir.rs::schema_example_literal=17/17 ; src/ir.rs::parameter_example_value=39/39 ; src/ir.rs::array_item_example=12/12 ; src/ir.rs::example_is_schema_definition=12/20 ; src/ir.rs::Builder::add_object[if let Some\(example\) = schema_example\(schema\)]=8/8	-
107	response-status-literal	bodies-media	0	8	104	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/ir.rs::success_response_entry=31/31 ; src/ir.rs::resolve_errors=26/26 ; src/ir.rs::error_class_name=39/47	`success_response_key` is the stream-condition split's helper, not a status-code read
108	anyof-array-variant-anyof-discriminated-union-item	schemas	0	7	208	letta,truefoundry-trueforge,truefoundry-trueforge-5adde28	-	src/ir.rs::InlineHoister::hoist_union_variant[^ {20}\) \{$]=1/1 ; src/ir.rs::InlineHoister::hoist_discriminated_union=23/24 ; src/ir.rs::Builder::discriminated_union=177/183	-
109	discriminator	schemas	0	7	347	adyen-capital,apache.org,apache.org-airflow,deepsearch-ds-v2,discriminated-unions,helixdb-http-api,komga,letta,marimo,microcks.local,ndw-accessibility-map,openepcis-dpp-ready,openintegrationhub-secret-service,osparc-simcore-webserver,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,recursive-types,sigstore-rekor,tally,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28	appng-rest-api,atlassian.com-jira	src/ir.rs::Builder::discriminated_union=178/183 ; src/ir.rs::Builder::inheritance_discriminated_union=99/101 ; src/ir.rs::is_inheritance_union_base=13/13 ; src/ir.rs::collect_discriminant_strips[if let Some\(discriminator\) = &schema\.discriminator \{]=30/30 ; src/ir.rs::Builder::field_type_ref[if prop_schema\.discriminator\.is_some\(\) \x7c\x7c members\.len\(\) > 1 \{]=20/20	`field_type_ref`'s inheritance-union item arm is the `gap` row `array-item-inheritance-union`'s, not every discriminator's
110	oneof-variant-residual	schemas	0	7	113	auto-agent-protocol,braintrust-dev,discord-com,electric-sql,eozilla,exhaustive,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,letta,mindee-ocr,mosip-esignet,nimisampo,openfigi.com,portfoliooptimizer.io,query-parameters-openapi,sigstore-rekor,strapi-rest-api,tally,tamoss,timelyapp,timelyapp-entry,volview-backend-contract,webflow-v2,zulip,zulip-jentic,zulip-jentic-entry	github.com	src/ir.rs::base_type_ref=106/113	-
111	operation-parameters	document-paths	0	7	115	6-dot-authentiqio.appspot.com,adyen-capital,agco-ats,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audiobookshelf,auth-schemes,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,bungie.net,bunq.com,byautomata.io,chaingateway-io,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,komga,letta,listennotes,loris-dataquery,maif.local-otoroshi,marimo,med-anvisa-price,microcks.local,mindee-ocr,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,prometheus-x-edge-computing,query-parameters-openapi,raybot,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/openapi.rs::normalize_parameters=44/44 ; src/openapi.rs::resolve_parameter=16/17 ; src/openapi.rs::reject_unemittable_parameters=48/54	-
112	parameter-in-header	parameters	0	7	118	amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apivideo-android-uploader,bunq.com,chaingateway-io,cookie-parameters,cradl,cyberark-conjur-api,discourse.local,electric-sql,exhaustive,fergus,flowdapt,folio-mod-authtoken,helixdb-http-api,komga,letta,listennotes,marimo,mosip-esignet,ndw-accessibility-map,nextgen,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,paypal-catalog-products,sftpgo,short-io,svix-webhooks,swagger-petstore,timelyapp,timelyapp-entry,vtex-pricing,withsecure-gdpr-subject-rights,xero.com-xero-payroll-au	apideck.com-pos,atlassian.com-jira,box.com,conjur.local	src/ir.rs::build_endpoint[^\s*HeaderParam \{]=17/17 ; src/ir.rs::build_endpoint[\.filter_map\(\x7cp\x7c \{]=11/12 ; src/ir.rs::global_headers[if p\.location == Some\(ParameterLocation::Header\)]=10/10 ; src/ir.rs::header_param_stem=9/9 ; src/openapi.rs::reject_unemittable_parameters=48/54 ; src/emit.rs::append_request_call_args[for hp in &ep\.header_params \{]=7/7 ; src/emit.rs::method_params[\.map\(\x7chp\x7c \{]=9/9	-
113	property-oneof-discriminated-union	schemas	0	7	208	braintrust-dev,cradl,letta,openintegrationhub-secret-service,osparc-simcore-webserver,truefoundry-trueforge,truefoundry-trueforge-5adde28	-	src/ir.rs::InlineHoister::prop_type_ref[^ {16}\) \{$]=1/1 ; src/ir.rs::InlineHoister::hoist_discriminated_union=23/24 ; src/ir.rs::Builder::discriminated_union=177/183	-
114	webhooks-without-paths	oas31-extensions	0	7	114	adyen-managed-risk-notification,adyen-report-notification,listennotes,redocly.com-museum,servers-webhooks,tamoss,timelyapp,timelyapp-entry,truefoundry-trueforge,truefoundry-trueforge-5adde28,webflow-v2	-	src/ir.rs::build[for \(event.\sitem\) in &doc\.webhooks \{]=27/28 ; src/ir.rs::stream_condition_body_source_names[for item in doc\.paths\.values\(\)\.chain\(doc\.webhooks\.values\(\)\) \{]=26/27 ; src/ir.rs::standalone_referenced_classes[for item in doc\.paths\.values\(\)\.chain\(doc\.webhooks\.values\(\)\) \{]=22/22 ; src/ir.rs::document_discriminant_strips[for item in doc\.paths\.values\(\)\.chain\(doc\.webhooks\.values\(\)\) \{]=28/29 ; src/ir.rs::all_operations_authenticated[if !any \{]=3/7 ; src/emit.rs::root_client_methods[if endpoints\.is_empty\(\) \{]=1/1	-
115	discriminator-mapping	schemas	0	6	270	adyen-capital,deepsearch-ds-v2,discriminated-unions,helixdb-http-api,komga,letta,marimo,microcks.local,ndw-accessibility-map,openepcis-dpp-ready,openintegrationhub-secret-service,osparc-simcore-webserver,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,recursive-types,tally,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28	atlassian.com-jira	src/ir.rs::Builder::discriminated_union=178/183 ; src/ir.rs::Builder::inheritance_discriminated_union[for \(value. reference\) in &discriminator\.mapping \{]=50/51 ; src/ir.rs::collect_discriminant_strips[for reference in discriminator\.mapping\.values\(\) \{]=27/27 ; src/openapi.rs::collect_schema_refs[if let Some\(disc\) = &schema\.discriminator \{]=9/9	`field_type_ref`'s inheritance-union item arm is the `gap` row `array-item-inheritance-union`'s, not every mapping's
116	examples	schemas	0	6	49	cyclonedx-transparency-exchange,discourse.local,fergus,helixdb-http-api,komga,letta,listennotes,mosip-esignet,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,osparc-simcore-webserver,short-io,steaminputdb,webflow-v2,ziptax-node	-	src/openapi.rs::de_schema_examples=19/25 ; src/ir.rs::schema_example=7/7 ; src/ir.rs::schema_example_literal=17/17	-
117	schema-example-boolean	schemas	0	6	83	apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apivideo-android-uploader,audiobookshelf,cyberark-conjur-api,discourse.local,groupe-psa,komga,listennotes,maif.local-otoroshi,ndw-accessibility-map,raybot,sac-backend,sftpgo,steaminputdb,svix-webhooks,vtex-pricing,webflow-v2,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,asana.com,box.com,conjur.local,github.com	src/ir.rs::schema_example=7/7 ; src/ir.rs::example_literal=51/51 ; src/openapi.rs::de_schema_examples=19/25	-
118	schema-example-null	schemas	0	6	83	webflow-v2	-	src/ir.rs::schema_example=7/7 ; src/ir.rs::example_literal=51/51 ; src/openapi.rs::de_schema_examples=19/25	-
119	schema-example-number	schemas	0	6	83	apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,audiobookshelf,bintable.com,cyberark-conjur-api,cyclonedx-transparency-exchange,discourse.local,dnd5eapi.co,electric-sql,fergus,groupe-psa,k8s-container-service-provider,kytos-sdntrace-cp,listennotes,loris-dataquery,maif.local-otoroshi,med-anvisa-price,ndw-accessibility-map,nexmo-messages,nimisampo,openbankingproject-ch-kundenbeziehung,openintegrationhub-secret-service,raybot,redocly.com-museum,sac-backend,sftpgo,short-io,steaminputdb,svix-webhooks,swagger-petstore,vtex-pricing,webflow-v2,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,asana.com,atlassian.com-jira,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,github.com	src/ir.rs::schema_example=7/7 ; src/ir.rs::example_literal=51/51 ; src/openapi.rs::de_schema_examples=19/25	-
120	schema-example-string	schemas	0	6	83	airbyte.local-config,anchore.io,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,audiobookshelf,billie,billie-entry,bintable.com,blackadi-oauth2,buildrelay,chaingateway-io,cyberark-conjur-api,cyclonedx-transparency-exchange,discourse.local,dnd5eapi.co,electric-sql,eozilla,fergus,folio-mod-authtoken,frankfurter,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,hubspot-events,k8s-container-service-provider,komga,kytos-sdntrace-cp,letta,listennotes,loris-dataquery,maif.local-otoroshi,med-anvisa-price,microcks.local,mosip-esignet,ndw-accessibility-map,nexmo-messages,nextgen,nimisampo,openbanking-brasil-directory,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openintegrationhub-secret-service,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,raybot,redhat.com-catalog_inventory,redocly.com-museum,sac-backend,schema-constraints,sftpgo,short-io,steaminputdb,svix-webhooks,swagger-petstore,tamoss,tlon-notes,torrentarr,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,box.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,github.com,groundhog-day.com	src/ir.rs::schema_example=7/7 ; src/ir.rs::example_literal=51/51 ; src/openapi.rs::de_schema_examples=19/25	-
121	anyof-sole-non-null-member	schemas	0	5	73	deepsearch-ds-v2,fergus,flowdapt,letta,marimo,osparc-simcore-webserver,short-io,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract	-	src/ir.rs::simple_nullable_member=30/30 ; src/ir.rs::InlineHoister::prop_type_ref[if non_null.len\(\) == 1]=38/43	`hoist_union_variant`'s nullable array-item arm is the `gap` rows `anyof-array-variant-anyof-nullable-item`, `anyof-array-variant-oneof-nullable-item` and `oneof-array-variant-anyof-nullable-item`'s
122	const-string-valued	schemas	0	5	71	auto-agent-protocol,deepsearch-ds-v2,discord-com,exa-gate,helixdb-http-api,letta,mosip-esignet,osparc-simcore-webserver,tamoss,volview-backend-contract	-	src/ir.rs::string_enum_values=40/45 ; src/ir.rs::InlineHoister::prop_type_ref[string_enum_values\(prop_schema\) \{]=13/13 ; src/ir.rs::Builder::field_type_ref[^\s*if let Some\(values\) = string_enum_values\(prop_schema\) \{]=13/13	-
123	parameter-example	parameters	0	5	96	apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apivideo-android-uploader,audiobookshelf,cyberark-conjur-api,discourse.local,dnd5eapi.co,electric-sql,fergus,groupe-psa,k8s-container-service-provider,listennotes,openbankingproject-ch-kundenbeziehung,openintegrationhub-secret-service,paloalto-cspm-alerts,query-parameters-openapi,short-io,webflow-v2,withsecure-gdpr-subject-rights,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,box.com,conjur.local,github.com	src/ir.rs::parameter_example_value=39/39 ; src/ir.rs::parameter_example=44/49 ; src/ir.rs::query_parameter_example=8/8	-
124	property-anyof-nullable-pair	schemas	0	5	43	deepsearch-ds-v2,fergus,flowdapt,letta,marimo,osparc-simcore-webserver,short-io,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract	-	src/ir.rs::InlineHoister::prop_type_ref[if non_null.len\(\) == 1]=38/43	-
125	property-string-const	schemas	0	5	71	auto-agent-protocol,deepsearch-ds-v2,exa-gate,helixdb-http-api,letta,mosip-esignet,osparc-simcore-webserver,tamoss,volview-backend-contract	-	src/ir.rs::InlineHoister::prop_type_ref[string_enum_values\(prop_schema\) \{]=13/13 ; src/ir.rs::Builder::field_type_ref[^\s*if let Some\(values\) = string_enum_values\(prop_schema\) \{]=13/13 ; src/ir.rs::string_enum_values=40/45	-
126	read-only	schemas	0	5	303	adyen-managed-risk-notification,agco-ats,apache.org,apache.org-airflow,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,bunq.com,k8s-container-service-provider,ndw-accessibility-map,netbox.dev,openbanking-brasil-directory,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,redhat.com-catalog_inventory,schema-constraints,sigstore-rekor,steaminputdb,webflow-v2,writeonly-fields,xero.com-xero-payroll-au,zulip	apideck.com-pos,asana.com,atlassian.com-jira,box.com,github.com,gov.bc.ca-news	src/ir.rs::schema_property_is_read_only=17/17 ; src/ir.rs::Builder::collect_fields=150/151 ; src/ir.rs::InlineHoister::hoist_object_fields=81/83 ; src/ir.rs::append_member_fields[fields\.push\(Field \{]=15/15 ; src/ir.rs::build[if endpoint\.body_schema_dropped \{]=35/37	-
127	anyof-string-enum-variant	schemas	0	4	75	braintrust-dev,deepsearch-ds-v2,fergus,letta,marimo,osparc-simcore-webserver,short-io,truefoundry-trueforge,truefoundry-trueforge-5adde28	bbci.co.uk,github.com	src/ir.rs::InlineHoister::hoist_union_variant[if let Some\(values\) = string_enum_values\(variant\) \{]=15/15 ; src/ir.rs::Builder::variant_ref[if let Some\(values\) = string_enum_values\(variant\) \{]=15/15 ; src/ir.rs::string_enum_values=41/45	-
128	array-item-pointer-walk-allof	schemas	0	4	11	dnd5eapi.co	-	src/ir.rs::resolve_schema_pointer[^\s*"allOf" => \{]=7/11	-
129	components-examples	parameters	0	4	26	adyen-report-notification,apache.org,apache.org-airflow,apivideo-android-uploader,ndw-accessibility-map,redocly.com-museum	github.com	src/ir.rs::component_example_value=22/26	-
130	deepObject-real-object	parameters	0	4	43	apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-vault,apideck.com-webhook,electric-sql,openintegrationhub-secret-service,paloalto-remote-networks,redhat.com-catalog_inventory,strapi-rest-api,truefoundry-trueforge-5adde28,webflow-v2	apideck.com-pos	src/ir.rs::build_endpoint[^\s*QueryParam \{]=13/13 ; src/emit.rs::append_request_call_args[\} else if qp\.convert \{]=26/30	-
131	fern-streaming-extension	oas31-extensions	0	4	110	crozier-sdk-extensions,sse-streaming,truefoundry-trueforge,truefoundry-trueforge-5adde28	-	src/openapi.rs::Operation::streaming=7/7 ; src/openapi.rs::Streaming::condition_property=8/8 ; src/ir.rs::stream_condition_body_source_names=37/38 ; src/ir.rs::stream_condition_variants=54/57	-
